,,,,,
IT,341,"""Object-Oriented System Development""",3,"[""IT 261""]","Main concepts of object-oriented technology and a comprehensive methodology for system development. Object-oriented analysis, design, and implementation including object-oriented databases.",,,,,,,,,,,,,,,,,,,
IT,343,"""Information Retrieval and Search Engines""",3,"[""IT279""]","Covers the principles, design, and implementation of information retrieval systems, including algorithms and techniques in modern search engines.",,,,,,,,,,,,,,,,,,,
IT,344,"""Applied Data Mining""",3,"[""IT 244""]",This course enables students to extract knowledge from big datasets by applying supervised and unsupervised data mining methods using software tools.,,,,,,,,,,,,,,,,,,,
IT,348,"""Introduction to Machine Learning""",3,"[""IT 279""]","Introduction to concepts in machine learning, including supervised learning, unsupervised learning, and deep learning.",,,,,,,,,,,,,,,,,,,
IT,350,"""Operating Systems Concepts and Administration""",3,"[""IT 254"", or ""IT 250""]","This course will introduce essential operating systems concepts, the implementation and administration of those concepts on Linux/Unix platforms.",,,,,,,,,,,,,,,,,,,
IT,351,"""Practical Cryptography and Trusted Systems""",3,"[""IT 250"", or ""IT 226"", or ""IT 180""]","Practical cryptography and its applications, authentication protocols, access controls and trusted systems. Formerly ADVANCED INFORMATION ASSURANCE AND APPLIED CRYPTOGRAPHY.",,,,,,,,,,,,,,,,,,,
IT,352,"""Data and Information Visualization""",3,"[""IT 279""]","Data and information visual representation methods, interactive data visualization, visualization design and evaluation, visual perception and cognition, interactive web-based visualization.",,,,,,,,,,,,,,,,,,,
IT,354,"""Advanced Web Application Development""",3,"[""IT 353""]",Theory and practice of state-of-the-art technologies for application development for the Web including service-oriented and mobile systems.,,,,,,,,,,,,,,,,,,,
IT,355,"""Secure Software Development""",3,"[""IT 178"", or ""IT 179"", and ""IT 261""]",Ensuring software is secure through architecture and development techniques.,,,,,,,,,,,,,,,,,,,
IT,356,"""Introduction To Computer Graphics""",3,"[""IT 279""]","Graphics software and hardware, pipeline model of rendering. 2D/3D modeling, transformations. Algorithms: polygons, lighting, textures, visibility.",,,,,,,,,,,,,,,,,,,
IT,357,"""Tools And Techniques In Defensive Security""",3,"[""IT 250"", ""IT 276""]",Application of current tools and techniques in preventative information assurance and security including monitoring and defensive countermeasures. Formerly TOOLS AND TECHNIQUES IN INFORMATION ASSURANCE AND SECURITY.,,,,,,,,,,,,,,,,,,,
IT,358,"""Mobile and Cloud Computing""",3,"[""IT 353""]","Develop, deploy, and troubleshoot mobile and cloud computing applications.",,,,,,,,,,,,,,,,,,,
IT,359,"""Tools And Techniques in Penetration Testing""",3,"[""IT 250"", ""IT 276""]","Penetration testing and offensive security software and methodologies, with emphasis on ethical hacking.",,,,,,,,,,,,,,,,,,,
IT,360,"""Security Incident And Event Management And Forensics""",3,"[""IT 250"", ""IT 276""]","Detecting, responding to, and investigating information security incidents.",,,,,,,,,,,,,,,,,,,
IT,363,"""Systems Development II""",4,"[""IT 261"", ""IT 262"", ""COM 223""]","Emphasis on analysis and design techniques and tools, project communication, systems development methodologies, interface design. Systems development team project.",,,,,,,,,,,,,,,,,,,
IT,367,"""Designing The User Interface""",3,"[""IT 261""]","Human factors issues in developing information systems: task analysis, user interface design guidelines, psychological principles, prototyping interfaces, and user evaluation.",,,,,,,,,,,,,,,,,,,
IT,368,"""Topics In Information Systems""",3,,"Advanced topics in information systems, including systems analysis, design, systems development and Web development. Multiple enrollments are allowed if content is different.",,,,,,,,,,,,,,,,,,,
IT,369,"""Topics In Cybersecurity""",3,,"Advanced topics in cybersecurity, including cryptography, information assurance, and computer security. Multiple enrollments are allowed if content is different.",,,,,,,,,,,,,,,,,,,
IT,370,"""Server Management""",3,"[""IT 377""]","Build, manage and troubleshoot server hardware and software.",,,,,,,,,,,,,,,,,,,
IT,372,"""External Data Structures""",3,"[""254"", and ""272""]","External file design, VSAM, IBM utilities and sort/merge, basic concepts of IBM/MVS operating systems, and extensive study of JCL.",,,,,,,,,,,,,,,,,,,
IT,373,"""Wide Area Network Infrastructures""",3,"[""IT 276""]","Design, configure, operate, and use Wide Area Networks and network applications. Emphasizes hands-on use of network design tools.",,,,,,,,,,,,,,,,,,,
IT,374,"""Topics In Telecommunications""",3,,"In-depth study of a topic in telecommunications such as emerging technologies, network administration, network management architectures, and wireless communications. Multiple enrollments are allowed if content is different.",,,,,,,,,,,,,,,,,,,
IT,376,"""Wireless And Mobile Network Security""",3,"[""IT 276""]","Overview of fundamental principles and security algorithms of security in wireless networks. Emphasis is on application, design, and analysis.",,,,,,,,,,,,,,,,,,,
IT,377,"""Practical Telecommunication Networking""",3,"[""IT 276""]","Design, configure, operate and use local area networks, network applications, and wide area network concepts. Emphasizes hands-on use of a network operating system.",,,,,,,,,,,,,,,,,,,
IT,378,"""Database Processing""",3,"[""IT 261""]","Database concepts, emphasis on relational databases, SQL, data modeling, database design, DBMS functions, database application programming, current trends, design project.",,,,,,,,,,,,,,,,,,,
IT,379,"""Advanced Computer Networks""",3,"[""IT 377""]",Explore the latest advances in networking with emphasis on practical hands-on learning. Formerly TELECOMMUNICATIONS NETWORK OPERATIONS AND MANAGEMENT.,,,,,,,,,,,,,,,,,,,
IT,380,"""Wireless Communication Systems""",3,"[""IT 276""]","The theory and practice of wireless telecommunications systems. Emphasis is on application, design, and analysis of wireless systems.",,,,,,,,,,,,,,,,,,,
IT,381,"""Network Design And Analysis""",3,"[""IT 377""]",Analyze user internetworking requirements; design and implement a network infrastructure that can meet the user requirements.,,,,,,,,,,,,,,,,,,,
IT,382,"""Distributed Systems""",3,"[""IT 179"", ""IT 225"", ""IT 261"", ""IT 383""]","System models, algorithms, protocols, middleware, and applications used in design and implementation of distributed systems, including Cloud and Cluster Computing.",,,,,,,,,,,,,,,,,,,
IT,383,"""Principles Of Operating Systems""",3,"[""IT 225"", ""IT 180"", or ""IT 226""]","Functional criteria for operating system design. Job management, task management, data management, resource allocation and dump and trace facilities.",,,,,,,,,,,,,,,,,,,
IT,385,"""Topics In Computer Science""",3,,"In-depth study of a topic such as compiler design, artificial intelligence, programming language and digital logic design. Multiple enrollments are allowed if content different. Offered alternate years.",,,,,,,,,,,,,,,,,,,
IT,386,"""Introduction to Networking and Parallel and Distributed Computing""",3,"[""IT 179"", ""IT 225""]","Layered network models, basic switching and routing functions, TCP/UDP services, network applications, and parallel and distributed computing methods.",,,,,,,,,,,,,,,,,,,
IT,388,"""Introduction To Parallel Processing""",3,"[""IT 225"", ""IT 279""]",Study of parallel processors and their software environments. Students will write programs for several parallel computers. Offered alternate years.,,,,,,,,,,,,,,,,,,,
IT,391,"""Directed Project In Information Technology""",3,"[""IT 191"", ""IT 377"", or ""IT 378"", or ""IT 383""]","Team design and/or implementation of a modest-sized computer-based system in a live environment under faculty supervision. May be repeated; maximum 16 hours combined credit in IT 298, 391 and 398.",,,,,,,,,,,,,,,,,,,
IT,392,"""Enterprise Systems Integration & Application Development""",3,"[""IT 272"",  ""IT 330""]","Capstone course including business applications, systems integration, enterprise business decisions, systems administration, and the systems deployment life cycle.",,,,,,,,,,,,,,,,,,,
IT,398,"""Professional Practice: In Information Technology""",1-6,"[""IT 191""]"," ""Multiple enrollments are allowed. Maximum 16 hours credit in Professional Practice.""",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
